SUBCATEGORIA;DESCR_SUBCAT;DESCRABREV;CATEGORIA;DESCR_CAT;GRUPO;CAPITULO
Y184;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - rua e estrada;Y18.4 Rua e estrada;Y18;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y185;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas de comércio e de serviços;Y18.5 Areas de comercio e de servicos;Y18;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y186;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas industriais e em construção;Y18.6 Areas industriais e em construcao;Y18;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y187;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - fazenda;Y18.7 Fazenda;Y18;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y188;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - outros locais especificados;Y18.8 Outr locais espec;Y18;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y189;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - local não especificado;Y18.9 Local NE;Y18;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y190;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - residência;Y19.0 Residencia;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y191;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - habitação coletiva;Y19.1 Habitacao coletiva;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y192;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y19.2 Escolas outr instit areas admin publica;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y193;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - área para a prática de esportes e atletismo;Y19.3 Area p/a pratica de esportes e atletismo;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y194;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - rua e estrada;Y19.4 Rua e estrada;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y195;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - áreas de comércio e de serviços;Y19.5 Areas de comercio e de servicos;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y196;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - áreas industriais e em construção;Y19.6 Areas industriais e em construcao;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y197;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - fazenda;Y19.7 Fazenda;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y198;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - outros locais especificados;Y19.8 Outr locais espec;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y199;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - local não especificado;Y19.9 Local NE;Y19;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y200;Enforcamento, estrangulamento e sufocação, intenção não determinada - residência;Y20.0 Residencia;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y201;Enforcamento, estrangulamento e sufocação, intenção não determinada - habitação coletiva;Y20.1 Habitacao coletiva;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y202;Enforcamento, estrangulamento e sufocação, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y20.2 Escolas outr instit areas admin publica;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y203;Enforcamento, estrangulamento e sufocação, intenção não determinada - área para a prática de esportes e atletismo;Y20.3 Area p/a pratica de esportes e atletismo;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y204;Enforcamento, estrangulamento e sufocação, intenção não determinada - rua e estrada;Y20.4 Rua e estrada;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y205;Enforcamento, estrangulamento e sufocação, intenção não determinada - áreas de comércio e de serviços;Y20.5 Areas de comercio e de servicos;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y206;Enforcamento, estrangulamento e sufocação, intenção não determinada - áreas industriais e em construção;Y20.6 Areas industriais e em construcao;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y207;Enforcamento, estrangulamento e sufocação, intenção não determinada - fazenda;Y20.7 Fazenda;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y208;Enforcamento, estrangulamento e sufocação, intenção não determinada - outros locais especificados;Y20.8 Outr locais espec;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y209;Enforcamento, estrangulamento e sufocação, intenção não determinada - local não especificado;Y20.9 Local NE;Y20;Enforcamento, estrangulamento e sufocação, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y210;Afogamento e submersão, intenção não determinada - residência;Y21.0 Residencia;Y21;Afogamento e submersão, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
Y211;Afogamento e submersão, intenção não determinada - habitação coletiva;Y21.1 Habitacao coletiva;Y21;Afogamento e submersão, intenção não determinada;Eventos (fatos) cuja intenção é indeterminada;Causas externas de morbidade e de mortalidade
